"  Ensure schools emphasise English and Maths at all levels","506"
"  Ensuring that young people receive a decent education,","506"
"  Even the deferment proposed by the National Party would at best leave farmers paying thousands of dollars for their use of on- and off-farm energy.","703"
"  Far too many children are poorly fed and poorly housed.","503"
"  Far too many families break down in acrimony and violence.","603"
"  Far too many people are finding it hard to make ends meet.","503"
"  Far too many towns and cities spew untreated waste into our once-clean streams and rivers.","501"
"  Far too many working age adults languish on a hand-out.","701"
"  Far too many young people can't get a job.","701"
"  Far too many young people come out of school unable to read and write.","506"
"  first as refuge,","602.2"
"  first as refuge,","602.2"
"  For a party that talks up their opposition to big business, they seem intent on delivering massive subsidies to big businesses that promise to create so-called green jobs despite policies of that kind leading to massive job losses in countries such as Spain which have gone down that path.","305"
"  For the first time, every student, parent and teacher will know what is expected at every stage of schooling.","506"
"  For this reason, we believe its passage is well overdue.","414"
"  Foster successful, innovative schools by allowing different governance structures, devolved funding and independence","506"
"  From  its  beginning,  its  design has  enabled,  rather  than  restrained,  reckless  spending  by  giving  procedural  cover  to  Members  of  Congress.","414"
"  from first responders who deal with crises","504"
"  from first responders who deal with crises","504"
"  Fund an extra 25,000 police officers to match Australia's policing rate","605"
"  granting more  work  visas  to  holders  of  advanced  degrees  in science,  technology,  engineering,  and  math  from other  nations. ","411"
"  GST off fresh fruit and vegetables.","414"
"  Have judges listen to and heed victims' views","201"
"  However, such ventures often need substantial backing from government, local government and intermediary iwi and community agencies if they are to get started, and remain viable.","402"
"  I came home deeply worried the Eurozone is in serious trouble because of irresponsible government spending in the countries of southern Europe; the United Kingdom and the United States are struggling under massive government deficits; and Japan seems unable to get to grips with its own massive government debt.","414"
"  I could have mentioned the case of Greg Carvell, charged with shooting and wounding an intruder who was threatening him and two of his staff with a machete.","201"
"  I spent almost 14 years of my life trying to reduce those big swings.","414"
"  I'm not confident that that's still possible, but a radical reduction of both rates could certainly be achieved.","414"
"  If Article III is taken seriously, it leaves no room for separate Maori electorates in Parliament,","608"
"  If biological emissions were to be included in the ETS on the basis proposed by the Labour Party, it would have an absolutely devastating effect on the viability of a great many farms.","703"
"  Improve teacher training","506"
"  In  a  free  society,  the  primary role  of  government  is  to  protect  the  Godgiven,  inalienable,  inherent  rights  of  its  citizens,  including  the rights  to  life,  liberty,  and  the  pursuit  of  happiness.","201"
"  In  addition,  it  is  why we  demand  tough  penalties  for those  who  practice  identity  theft, deal  in  fraudulent  documents, and  traffic  in  human  beings. ","605"
"  In  the same  way,  foreign  students  who  graduate  from  an American  university  with  an  advanced  degree  in  science,  technology,  engineering  or  math  should  be  encouraged  to  remain  here  and  contribute  to  economic prosperity  and  job  creation.  ","410"
"  In any event, our company tax rate remains at 28%.","402"
"  In fact, 148 countries are expected to grow faster than we will over that period.","410"
"  In the meantime there should be no further interest on student loans","506"
"  including Roe, Obergefell, and the Obamacare cases   that have usurped Congress's and states' lawmaking authority,","202.3"
"  including Roe, Obergefell, and the Obamacare cases   that have usurped Congress's and states' lawmaking authority,","202.3"
"  information produced not only through public oversight of regulations and programs,","703.1"
"  information produced not only through public oversight of regulations and programs,","703.1"
"  Innovation Strategy Agency to create and fund a programme to actively encourage the use of cloud computing throughout all sectors.","411"
"  Investment in full employment and other sustainable livelihoods,","701"
"  It  is  also the  best  guard  against  the  fraud  and  abuse  that  have plagued  Medicare  in  its  isolation  from  free  market forces, which  in  turn  costs  the  taxpayers  billions  of dollars  every  year.","505"
"  It has  conducted  no  auction  of spectrum, ","401"
"  It is time that Aotearoa abided by treaties like the Universal Declaration of Human Rights and the Declaration of Rights of Indigenous Peoples, with the state guaranteeing provision of adequate shelter for all.","503"
"  It's totally irresponsible to pretend that no increase will be needed.","505"
"  Make student loans much easier to repay by dropping the top rate to 25 cents in the dollar so the average loan could be paid off in half the time","414"
"  make young offenders responsible for their actions","605"
"  Many New Zealanders were born there. ","107"
"  More cuts to essential public services such as health and education will be made to cover the costs of bailouts and other corporate welfare, making low income whanau even less well off.","504"
"  More funding for early childhood education.","507"
"  More paid parental leave.","505"
"  Most Maori PTE's that grew from MACCESS have closed due to limitations put on them by NZQA and funding cuts by TEC.","607"
"  Most other developed countries are gradually increasing the age at which their citizens become eligible for taxpayer-funded retirement income, and for the same reason.","505"
"  Much more needs to be done to ensure that housing is available where and when people need it,  through secure, affordable rentals","504"
"  National once campaigned to make this information available to parents.  ","305"
"  New Zealand's farming sector the most efficient producer of food in the world doesn't deserve that kind of punishment.","703"
"  Nine  federal  agencies  currently run  47  retraining  programs  at  a  total  cost  of  $18  billion  annually  with  dismal  results.","303"
"  Non-profit organisations, employees and volunteers will all benefit from this reform plan, as well as the Australian communities they servemany of them the most vulnerable in our society.","606"
"  Official reports show that the gap between high and low income earners in Aotearoa continues to grow, and it is estimated that 170,000 children live in poverty.","503"
"  One possible model is Te Ara Tukutuku Nga Whanaungtanga o Nga Tamariki, as presented by former Children's Commissioner Cindy Kiro in 2008.","504"
"  Or the case of Paul McIntyre, charged with shooting and wounding one of three men who were trying to steal his property in a remote location in the dead of night.","201"
"  Our  goal  for  both  Medicare  and Medicaid  must  be  to  assure  that  every  participant  receives  the  amount  of  care  they  need  at  the  time  they need  it,","504"
"  Our productivity was up with the best.","410"
"  Partnerships  between traditional  energy  industries  and  emerging  renewable  industries  can  be  a  central  component  in  meeting  the  nation's  longterm  needs.","416"
"  patients a decade hence will have care and treatment that will make much of today's medicine look primitive.","411"
"  patients a decade hence will have care and treatment that will make much of today's medicine look primitive.","411"
"  pour s'assurer que l'education figure au premier rang de ses priorites.","506"
"  Public sector information  and  communications technology.","411"
"  Recent changes to the Emissions Trading Scheme (ETS) also mean that whanau will pay much more than their fair share towards the cost of reducing global warming/climate change from 2012.","503"
"  Reduced the impact  on agriculture and  small businesses.","402"
"  Remove the suppression of criminal records","605"
"  Require the maximum sentence after three repeat offences, automatically","605"
"  requires the United States to retake its natural position as leader of the free world.","109"
"  requires the United States to retake its natural position as leader of the free world.","109"
"  Revitalise traditional apprenticeship arrangements.","411"
"  Scrap the NCEA, introduce external exams","506"
"  Settlement must include meaningful constitutional transformation.","204"
"  So much for compassion!","305"
"  so we insist on strength.","104"
"  so we insist on strength.","104"
"  Some suggest we may already have reached that point.","601"
"  Some workers are not well supported at work and do not receive an adequate living wage for their work.","701"
"  Such attempts conceal the causes of the problems and open up new mechanisms for profiteering by the rich elites at the expense of the environment, the poor and the vulnerable.","415"
"  Support the development of indigenous housing models,","607"
"  That  hurts  rural  America,  where  farmers, ranchers,  and  small  business  manufacturers  need connectivity  to  expand  their  customer  base  and  operate  in  real  time  with  the  world's  producers.","703"
"  That in fast-growing Singapore and Hong Kong is only 17%.","402"
"  The  economic  success  and  political  progress  of former  aid  recipients,  from  Latin  America  to  East Asia,  has  justified  our  investment  in  their  future. ","201"
"  The  enduring truth  is  that  people  best  protect  what  they  own.","401"
"  The  pending  Department  of  Justice  lawsuits  against  Arizona,  Alabama, South  Carolina,  and  Utah  must be  dismissed  immediately.  ","301"
"  The 2025 Taskforce showed that, if government spending could be reduced to the same share of GDP that it was in 2005, at the end of Labour's second three-year term in office, then the top personal tax rate and the company tax rate could both be reduced to 20%.","414"
"  The Labour government put a cap on the number of Nga Kura Kaupapa that could be opened shutting off parents ongoing access to Te Reo after Kohanga.","607"
"  the legal system in tribal communities must provide stability and protect property rights.","605.1"
"  the legal system in tribal communities must provide stability and protect property rights.","605.1"
"  the new law extended government control over the economy by creating new unaccountable bureaucracies.","201.1"
"  the new law extended government control over the economy by creating new unaccountable bureaucracies.","201.1"
"  The public health system needs to be more comprehensive and include oral, visual, and aural health care.","504"
"  The rising cost of kai, petrol, electricity, and rents have contributed to this, as well as the recent increase to GST.","503"
"  The school system remains highly centralised with a centralised curriculum, and a centralised and bureaucratic remuneration system.","506"
"  The scope for the world economy to endure a prolonged and deep recession is all too evident.","414"
"  The serious danger is that we could reach a tipping point, the point at which so many New Zealanders have left that it becomes a cumulative process, with each new departure easier to justify than the last one.","601"
"  The significantly greater tax take from the Hone Heke tax would fund expanded health services and new initiatives.","504"
"  The triple crises of climate change, peak oil, and food security call for policy solutions that will increase our independence from an oil-based economy and improve our ability to provide for ourselves","416"
"  There are no other options available.","305"
"  There can't be much doubt that if the OCR were, say, 1% rather than 2.5%, the exchange rate would be lower and export growth would be stronger.","410"
"  There have been far too many similar cases.","201"
"  They are in a race to increase the minimum wage in the process, destroying jobs and consigning those they claim to represent to the unemployment benefit.","305"
"  They will now be able to move schools without the disadvantages of having to learn a new curriculum and will benefit from a nationally consistent education system.","506"
"  They've adopted the proposal of the Retirement Commissioner, which would see the age of eligibility reach 67 by 2033.","505"
"  They've even made some tentative suggestions for reforming the Resource Management Act.","303"
"  This  is  especially  important  when  the  causes  and  longrange effects  of  a  phenomenon  are  uncertain.  ","411"
"  This includes critical skills like sounding out letters of the alphabet and grammar","506"
"  This is crazy stuff.","305"
"  This is one element of Labor's Education Revolution which is transforming Australia's education system to meet the demands of the future.","506"
"  This will start to deal with the current crisis in housing availability for low income people,","504"
"  This would eliminate the huge costs involved in administering the current shame and blame Work & Income system,","303"
"  This would enable parents to send their child to an independent school if that was their preference, or to an integrated school. ","506"
"  This would immediately lift incomes for beneficiary families.","504"
"  This would replace the current full-and-final settlement system and would enable the Crown to justly settle claims over time.","503"
"  To  that  end,  while  we  encourage the  retention  and  transmission  of  heritage  tongues, we  support  English  as  the  nation's  official  language,","608"
"  To be paid by Christmas 2011, to enable people to address immediate needs.","504"
"  to demand excessive spending.","414"
"  to demand excessive spending.","414"
"  to impose a social and cultural revolution upon the American people by wrongly redefining sex discrimination to include sexual orientation or other categories.","603"
"  to impose a social and cultural revolution upon the American people by wrongly redefining sex discrimination to include sexual orientation or other categories.","603"
"  Too many individuals and whanau live in inadequate, substandard, overcrowded or unsafe accommodation.","503"
"  Treat DNA as the modern fingerprint, eg. on arrest if police deem appropriate","605"
"  Unemployment is on the rise again,","701"
"  Unemployment remains high,","701"
"  Wages are low, much work is precarious, and benefits are paid at levels too low to enable people to survive with dignity.","503"
"  We  believe employee stock ownership plans create capitalists and expand the ownership of private property","401"
"  We  support  technology  enhancements  for  medical  health  records  and  data  systems","411"
"  We also increased the Utilities Allowance by $400 to help meet the costs of electricity and other essentials.","706"
"  We are doubling the number of GP training places to 1,200 a year by 2014 and will fund training for over 1,000 new nurses each year.","504"
"  We continue to regard a close relationship with Australia, the United Kingdom, the United States and Canada as fundamental to our security.","104"
"  We don't doubt that that would have a very dramatic effect on investment, and therefore on wages, salaries and jobs.","402"
"  We have supported the Government in its determination to fulfill New Zealand's commitments in Afghanistan until next April.","104"
"  We mean taking an axe to some of the more ridiculous rules and regulations which those bureaucrats enforce:","401"
"  We oppose the call to reintroduce a lower minimum wage for youth.","412"
"  We reject the notion that the Treaty established a partnership between the Crown (on behalf of all New Zealanders) and a subset of New Zealanders defined by their ancestry.","608"
"  We strongly  support  tax  reform;","402"
"  We support a review of the funding and contracting model for special needs in schools.","506"
"  We support all these moves as far as they go.","305"
"  We want to see much more vigorous action to deal with our problems than National has felt able to deliver over the last three years. ","305"
"  We were rescued by Sir Roger Douglas, the Minister of Finance who went on to found the ACT Party, and for more than 10 years productivity started growing strongly again.","305"
"  We will cap the rent for state housing and review the accommodation supplement to address overcrowding and homelessness.","504"
"  We will ensure that all young people know that breaking the law has consequences, in order to ensure our young people stay on the straight and narrow.","605"
"  We would have been in a state of national mourning if even one other country had beaten us at rugby we seem relaxed at being 149th in the economic growth stakes!","410"
"  We're all living longer.","505"
"  We're especially keen to get the company tax rate reduced that's vitally important if we're to see a strong increase in investment in New Zealand.","402"
"  Whatever you believe about the causes of climate change, it makes no sense at all for New Zealand, producing just 0.2% of global greenhouse gas emissions, to have the only all sectors, all gasses, ETS in the world.","601"
"  When  approximately 80  percent  of  healthcare  costs  are  related  to  lifestyle  smoking,  obesity,  substance  abuse far  greater  emphasis  has  to  be  put  upon  personal  responsibility  for health  maintenance.","504"
"  When they won the election, they duly appointed a monetary policy expert from Sweden to do exactly that, and after months of study, the expert declared the New Zealand monetary policy framework world's best practice.","305"
"  which results in reduced emissions.","501"
"  while also increasing social spending.","504"
"  while Congressional  Democrats  and  the  current  Administration  block  every  attempt  to  turn  things  around.","305"
"  while working hard to reduce Canada's greenhouse gas emissions.","501"
"  without actually increasing tax revenues.","402"
"  without actually increasing tax revenues.","402"
"  without the destruction of embryonic human life.","603"
"  without the destruction of embryonic human life.","603"
"  Workers would be paid the minimum wage instead of a benefit,","701"
"  Working to bring about higher standards of living are critical to addressing the health issues that Maori currently face, such as diabetes, cancer, heart disease, respiratory conditions like asthma and emphysema, and rheumatic fever (rheumatic heart disease).","701"
"  Would not give  New Zealanders the chance to  invest in  more  local companies.","401"
"  Yes, our company tax rate was reduced last year, but taken together with the change in depreciation allowances the overall effect was to increase the effective corporate tax rate.","402"
"  Yes, the OCR is lower now than at any time in our history, but it's also higher than in any other developed country except Australia.","414"
" $1 billion  in savings  over four years.","505"
" $1. 2  billion  in 2014/15.","414"
" $1.2 million to Fatamanu Aoga Tupu Olaola Moui to establish a Niuean bilingual centre, providing 50 places in Otara West.","607"
" $1.3 million to Lifewise Trust in Otara South to establish a new licensed Tongan immersion centre providing 70 places.","607"
" $1.4  billion  in total government spending on early childhood education in 2010/11, the  most ever.","506"
" $1.4 billion total spending  in 2010/11, the  most ever.","506"
" $1.5 billion for nationwide ultra-fast  broadband with speeds over 100 Mbps.","411"
" $105 million to  support the growth of the aquaculture and wild fish industries.","703"
" $12.6 million to  create  a Government Digital Archive  for the preservation of  important  electronic records.","502"
" $1350 average cost saving on the consent  process.","410"
" $15.2 million  for the Tui Mine cleanup.","501"
" $18.5 million to improve the safety and quality of services for mothers and babies, by bringing together all local maternity professionals for clinical reviews of all births.","504"
" $19.5  million to support the  transformation  of  traditional fertiliser use.","703"
" $2  million  savings a year from merging Archives New Zealand, the  National Library  and  Internal Affairs.","303"
" $2 million to establish a central maternity database that monitors pregnancy through the first three months of a baby's life.","504"
" $2.4 million to Te Manurewa Pasifika ECE Trust to build a Cook Island immersion service and a Tongan bilingual centre, both providing 50 places.","607"
" $2.5 million for assessment, treatment and rehabilitation services.","504"
" $2.5 million for equipment and modification services.","504"
" $2.8 million to help disabled people learn skills to assist independent living.","504"
" $3 billion  raised by NZ Lotteries for  community funds since the first Lotto  draw  on 1 August 1987.","606"
" $30.4 million  of P  was seized in 2010.","605"
" $30.4 million  of P was seized in 2010.","605"
" $300 million  extra annual funding for Health  of Older  People,","504"
" $300 million  for  our rural broadband  initiative.","411"
" $40 million  has been seized from  criminals  to date this year under  the new proceeds of  crime laws.","605"
" $40 million  seized from criminals  to date  this  year  under  the new  proceeds of  crime  laws.","605"
" $485 million to upgrade  Wellington's  commuter rail network.","411"
" $50 million to support translational and discovery-based cancer research by leading-edge Canadian organizations to help translate research knowledge more quickly into clinical practice.","504"
" $51 million extra funding for pupils in  special education.","506"
" $6 million to revamp information services for new parents.","504"
" $6.8 million to help vulnerable mothers access a fuller range of health and social services.","504"
" $8.2  million  from  a special Lotto draw for  Christchurch  Earthquake Appeal.","606"
" $8.5 million a year to provide more places in residential support services.","504"
" $800 million  in 2013/14.","414"
" $90 million funding provided for 3500 extra  places in at-risk communities  where ECE participation is low.","506"
" 1000 more state houses.","504"
" 1000 people  a  year have come off long-term  claims.","505"
